QKEY,INTERVIEW_START_W69,INTERVIEW_END_W69,DEVICE_TYPE_W69,LANG_W69,FORM_W69,SATIS_W69,POL1DT_W69,POL1DTSTR_W69,FUTGEN_W69,FEEL_COUNTRY_ANGRY_W69,FEEL_COUNTRY_FEAR_W69,FEEL_COUNTRY_HOPEFUL_W69,FEEL_COUNTRY_PROUD_W69,PRZCMPGN_W69,VOTEGEN_W69,VOTEGEN3_W69,DTFORAGNST_W69,JBFORAGNST_W69,SATISPRESCAND_W69,ECON1_W69,ECON1B_W69,NATPROBS_a_W69,NATPROBS_b_W69,NATPROBS_c_W69,NATPROBS_d_W69,NATPROBS_e_W69,NATPROBS_f_W69,NATPROBS_g_W69,NATPROBS_h_W69,NATPROBS_i_W69,NATPROBS_j_W69,CENDONE_W69,CENPARTICMOD_W69,CENCOUNT_W69,CENKNOCK_W69,VTEARLYDOC_W69,COVID_DOC_W69,PRESGOODTRUMP_W69,PRESGOODBIDEN_W69,DTCONF_a_W69,DTCONF_b_W69,DTCONF_c_W69,DTCONF_d_W69,DTCONF_e_W69,DTCONF_f_W69,JBCONF_a_W69,JBCONF_b_W69,JBCONF_c_W69,JBCONF_d_W69,JBCONF_e_W69,JBCONF_f_W69,COVID_FUT_W69,C_SHOULDMASK_W69,C_MASKREACT_W69,COVID_COMFORT_a_W69,COVID_COMFORT_b_W69,COVID_COMFORT_c_W69,COVID_COMFORT_d_W69,COVID_COMFORT_e_W69,COVID_COMFORT_f_W69,COVID_COMFORT_g_W69,COVID_COMFORT_COMB_W69,COVID_INDIMPCT_W69,COVID_2ASSIST_W69,COVID_ECONPRIO_a_W69,COVID_ECONPRIO_b_W69,COVID_ECONPRIO_c_W69,COVID_ECONPRIO_d_W69,COVID_ECONPRIO_e_W69,COVID_LIABILITY_W69,COVID_INFECT_a_W69,COVID_INFECT_b_W69,TRUMPDESC_a_W69,TRUMPDESC_b_W69,TRUMPDESC_c_W69,TRUMPDESC_d_W69,TRUMPDESC_e_W69,TRUMPDESC_f_W69,BIDENDESC_a_W69,BIDENDESC_b_W69,BIDENDESC_c_W69,BIDENDESC_d_W69,BIDENDESC_e_W69,BIDENDESC_f_W69,TRUMPTAX_W69,DTTONE_W69,POLICE3F2_a_W69,POLICE3F2_b_W69,POLICE3F2_c_W69,POLICE3F2_d_W69,GOVNEEDY_W69,VTCHNGRULES_W69,EXCPWER_W69,POLICE_FUND_W69,POLICE_POLICIES_a_W69,POLICE_POLICIES_b_W69,POLICE_POLICIES_c_W69,POLICE_POLICIES_d_W69,POLICE_POLICIES_e_W69,POLICEQ_IMMUNITY_W69,SNSUSE_W69,SM10_a_W69,SM10_b_W69,SM10_c_W69,SM10_e_W69,SM11_a_W69,SM11_b_W69,SM11_c_W69,TECHREG1F1_W69,TECHREG1F2_W69,TECHREG2_W69,TECHPOW_W69,TC5_W69,TC6b_W69,SM7_W69,RACE_SERMON_W69,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,POL1DT_W59,POL1DTSTR_W59,POL1DT_W64,POL1DTSTR_W64,DEMFIELD_W59,TRUMPDEM2020_W59,DEM1_CODE_FINAL_W59,COVID_DEATHS_CNTY_W69,BATTLE_NARROW_W69,WEIGHT_W69_CENSUS,WEIGHT_W59_W69,WEIGHT_W64_W69,WEIGHT_W69
201801068636,2020-6-17 11:44:47.000,2020-6-17 12:26:4.000,2,1,1,2,2,1,1,1,1,1,1,2,2, , ,2,3,3,3,1,2,2,1,2,1,3,1,1,2,1, ,2, ,2, ,5,3,4,4,4,4,3,4,2,2,2,3,3,3,2,1,3,2,1,2,2, , , ,1,2,1,2,1,1,1,2,2,1,2,3,4,4,4,2,4,2,3,3,3,3,3, ,2,2,4,2,3,1,1,2,5,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1, ,2,3,3,2, ,3,1,3,7,1,2,2,3,2,4,4,1,1,2,12, ,5,2, ,2,4,2,3,4,1,2,2,6,1,4,2,1,2,99,1,4,24,1,5,0.8077941050512826,1.2692152904956422,1.2174494893548127,1.2201846502888756
201801068669,2020-6-17 17:58:27.000,2020-6-17 19:10:29.000,2,1,2,2,2,1,3,1,2,1,2,1,3,1,2, ,4,3,3,2,1,1,1,2,2,1,2,1,2,1, ,3, ,2, ,4,4,3,3,2,4,3,4,4,3,4,3,4,4,2,2,3,1, , , ,1,2,2,1,1,2,3,3,1,1,3,1,2,2,4,3,4,4,3,3,4,4,3,3,4,4,1, ,4,3,4,2,2,1,2,3,1,1,2,1,1,2,2, , , , , , , , ,3,3,1,3, ,2,1,1,3,7,3,2,3,2,2,4,4,1,1,1,1,1,4,3,2,2,6,2,1,3,1,2,2,6,1,3,2,1,1,2,2,4,19,2,5,0.7943771299555592,0.781720262426328,0.7464756935513465,0.7758086565900226
201801068732,2020-6-18 7:40:33.000,2020-6-18 7:57:38.000,2,1,1,2,1,1,2,2,1,2,2,1,1, ,1, ,2,3,2,3,2,1,1,3,3,3,2,4,2,2,2,2,2,1,1,2,5,1,1,1,2,1,2,4,4,4,4,4,4,1,4,3,1,1,1,1, , , ,1,3,2,3,3,2,2,1,1,3,3,2,2,2,1,1,1,4,4,3,3,2,4, ,1,3,2,2,2,2,1,2,3,3,4,3,2,2,2,1,1,2,2,1,1,2,1,4, ,4,1,2,1, ,3,1,3,7,3,2,3,2,2,1,1,1,1,1,11,99,3,1, ,1,6,2,1,2,1,2,2,6,1,1,1,1,1,1, ,1, ,2,5,1.1669590171686484,0.7612749925633158,0.7389648170797158,0.6625563425807494
201801068784,2020-6-20 14:32:5.000,2020-6-20 14:42:11.000,2,1,1,2,2,1,2,1,1,1,2,4,3,2, ,2,2,3,3,1,1,1,1,1,1,2,1,1,1,2,2,2,3,2, ,5,2,4,4,4,4,4,4,2,2,2,2,2,2,2,4,3,1,1,1,1, , , ,1,1,1,2,4,2,2,2,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2, ,2,3,3,3,3,1,2,1,3,2,1,2,1,1,2,1,1,2,1,2,4,4,4,2, ,3,1,1,3, ,3,2,3,7,2,2,3,2,2,5,4,1,1,2,12, ,6,3,2,2,3,3,2,3,2,2,1,6,1,3,2,1,2,1,1,3,24,1,5,4.36458791246117,2.8022863311091233,2.6807769403763277,3.1001861322424764
201801068820,2020-6-19 11:35:52.000,2020-6-19 11:52:52.000,1,1,2,2,2,1,3,2,2,1,1,3,2, , ,2,3,2,3,2,1,3,1,3,2,3,3,3,3,1, ,2, ,2, ,4,2,3,3,2,4,2,4,2,2,2,2,2,2,2,1,3,2, , , ,1,2,1,1,1,2,2,3,2,2,3,1,2,3,3,4,3,4,2,4,2,2,2,3,2,2,2, ,3,3,3,2,1,99,2,3,3,3,2,2,2,99,2, , , , , , , , ,2,2,3,3, ,3,3,1,3,7,2,1,3,2,2,1,1,1,1,6,12, ,5,2, ,2,9,1,1,3,2,2,1,6,1,3,1,2,2,1,2,3,19,2,5,1.6189610153704432,2.476641086695562,2.5160359760616737,1.9050305643359402
201801068838,2020-6-17 14:43:28.000,2020-6-17 14:55:7.000,2,1,2,2,2,1,3,1,1,2,2,1,2, , ,2,3,3,1,2,1,2,2,3,1,3,1,1,3,1, ,2, ,2, ,4,3,4,4,3,4,4,3,2,2,2,2,2,2,2,1,1,1, , , ,1,2,1,1,2,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,2,2,2,2,2,2,1, ,3,3,3,2,1,2,2,3,4,3,2,2,1,2,1,2,2,2,1,3,2,4, ,1,1,3,3, ,3,3,1,3,7,1,2,2,4,2,1,1,1,1,2,12, ,6,2, ,2,4,2,3,4,1,2,2,6,1,4,2,1,2,99,1,4,19,2,4,1.293255193699644,1.955154878443182,1.9100182945432642,1.6567604791738682
201801069017,2020-6-17 10:28:15.000,2020-6-17 10:42:34.000,2,1,1,2,2,1,2,1,1,2,2,3,3,1,2, ,4,4,1,1,3,2,2,2,1,2,1,2,1,1, ,2, ,1,1,3,3,3,2,2,3,2,3,3,2,2,3,2,3,1,4,3,1,1,1,1, , , ,1,2,1,1,2,1,1,2,1,2,3,2,3,3,3,3,2,3,3,2,3,3,2, ,1,2,1,2,1,1,2,2,2,3,2,2,2,1,1,1,2,2,2,2,4,4,4,3, ,3,1,2,1, ,3,1,3,7,1,2,3,2,2,1,1,1,1,2,12, ,5,3,1,1,7,1,3,3,1,1,2,6,1,2,2,1,2,1, ,5, ,2,4,0.6891128631094711,1.143581546559526,1.0106134901920905,0.9882955341879865
201801069121,2020-6-19 15:26:0.000,2020-6-19 15:41:41.000,2,1,2,2,2,1,3,1,1,2,2,2,2, , ,1,2,2,3,2,1,2,2,1,1,1,1,2,1,3,2,2, ,2, ,5,2,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1, , , ,1,2,2,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,1,2,2,2,2,2,1, ,3,3,3,3,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2, ,2,3,1,2, ,1,2,1,3,7,2,2,3,1,2,1,1,1,1,1,2,2,5,2, ,2,4,2,3,3,2,2,1,6,1,3,2,1,2,1,2,3,2,1,4,2.363821534644524,1.9505961966637135,1.9971596666409994,1.528127038071818
201801069208,2020-6-17 12:57:32.000,2020-6-17 13:31:54.000,2,1,1,2,2,1,2,1,1,2,2,3,3,1,2, ,4,4,2,1,1,1,1,1,1,1,1,1,2,3,1,2, ,1,2,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,1,3,2,2,2,2, , , ,2,3,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3, ,2,4,4,4,4,2,2,2,5,4,4,4,4,4,2,2, , , , , , , ,4, ,4,1,1,1, ,3,1,3,7,2,2,3,1,2,2,2,1,1,4,12, ,4,2, ,2,3,3,1,4,2,2,1,6,1,4, , ,2,1, , , ,1,4,2.2054183495153254, ,1.8103419403863366,1.4295755075103083
201801069222,2020-6-19 10:44:42.000,2020-6-19 11:18:6.000,2,1,1,2,2,2,1,1,1,1,2,4,1, ,2, ,4,3,1,4,1,3,2,2,2,2,3,3,1,1, ,2, ,2, ,4,5,3,2,2,3,2,3,3,4,4,4,4,4,2,3,1,1,1,1,2, , , ,1,1,1,2,3,1,1,3,1,1,3,4,4,4,4,2,4,4,3,2,3,3,3, ,2,3,3,2,3,1,2,2,3,1,2,2,2,1,2,1,2,2,2,2,4,4,4,2, ,3,1,2,1, ,3,1,3,7,3,1,2,3,2,1,1,1,1,2,1,2,5,1, ,1,8,1,3,3,1,1,3,6,1,2,2,1,2,1, ,5, ,1,4,0.3224923350214583,0.33402368651063863,0.3100954936230518,0.3486318688946642
201801069313,2020-6-17 18:25:19.000,2020-6-17 18:58:28.000,2,1,2,1,2,2,1,1,2,1,1,2,1, ,2, ,2,2,3,2,2,2,2,2,2,3,3,3,2,1, ,2, ,2, ,2,3,3,2,1,3,2,3,2,3,2,2,3,3,2,1,1,1, , , ,1,2,1,1,1,2,2,3,1,1,2,1,2,2,2,3,3,3,2,3,3,3,2,3,3,3,1, ,3,3,2,2,2,2,2,3,3,3,2,1,1,2,1,2,2,2,2,4,4,4, ,1,2,1,3, ,2,3,1,3,7,3,1,1,5,2,1,1,1,1,4,1,2,5,3,1,1,9,1,3,4,1,1,3,6,1,2, , ,1,2, , , ,1,4,0.16320646172415113, ,0.22948427186536371,0.19666981837240552
201801069434,2020-6-17 10:51:7.000,2020-6-17 11:19:9.000,2,1,2,2,2,1,1,1,1,1,2,2,2, , ,2,4,4,1,1,1,2,1,4,1,3,2,2,2,1, ,4, ,2, ,5,2,4,4,3,4,3,4,2,2,99,2,2,2,2,3,3,1, , , ,1,2,2,1,1,1,2,3,2,1,2,2,1,2,4,4,3,4,4,4,2,2,2,2,2,2,1, ,4,4,4,3,1,2,2,4,2,1,1,1,1,2,1,1,2,1,2,2,2,2, ,1,1,3,3, ,2,1,1,3,7,1,2,2,3,1,1,3,1,1,2,2,2,6,2, ,2,3,3,1,5,1,2,1,1,1,4,2,1,2,1,1,4,19,1,4,0.7721652967330284,0.8758990975247651,1.029019764133412,0.923797461283281
201801069511,2020-6-17 16:47:56.000,2020-6-17 17:18:32.000,1,1,1,2,1,1,3,2,1,1,2,2,1, ,1, ,1,2,1,2,1,2,1,3,2,2,3,3,3,1, ,3, ,1,2,2,3,2,2,1,2,1,2,3,3,3,3,3,3,1,2,1,1,1,1,2, , , ,1,2,2,3,3,2,2,4,1,2,2,2,2,3,2,2,2,3,3,2,3,4,4, ,1,2,2,2,1,2,1,1,2,1,3,4,2,2,1,1,2,2,2,2,2,3,2,4, ,3,1,3,1, ,3,1,3,7,3,1,3,2,2,1,1,1,1,1,2,2,4,3,1,1,8,1,1,2,1,1,2,6,1,1,1,1,1,1, ,1, ,1,4,0.4425098876593191,0.4004918822933671,0.44043199310079095,0.4871022500727516
201801069656,2020-6-17 14:26:29.000,2020-6-17 14:43:30.000,1,1,2,2,2,1,1,1,2,1,2,1,2, , ,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1, ,1, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1, , , ,1,2,2,1,2,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1, ,4,4,4,4,1,99,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1, ,2,99,1,1, ,99,1,1,4,8,3,2,2,3,2,2,2,1,1,6,1,1,2,2, ,2,4,2,1,99,2,2,1,6,1,9,2,1,2,1,3,4,19,3,2,0.6970357178102324,0.8296137410080495,0.8874218649112285,0.7176448933936397
201801069682,2020-6-22 8:57:52.000,2020-6-22 9:11:56.000,2,1,1,2,2,1,2,1,1,2,2,1,3,2, ,2,4,4,3,1,1,1,1,2,1,4,1,1,1,1, ,2, ,2, ,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1, , , ,1,1,1,1,1,2,1,2,2,2,4,4,4,4,4,1,4,4,4,3,4,4,4, ,2,4,4,4,4,1,2,2,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,4,1,1,2, ,2,1,4,8,1,1,3,2,2,1,1,1,1,6,1,2,4,4,2,2,1,3,3,5,1,1,1,6,1,4,2,1,2,1,4,5,19,2,2,2.1549107827672365,2.583434777989961,2.8348258767980217,3.0686819354047707
201801069769,2020-6-17 11:21:2.000,2020-6-17 11:41:3.000,2,1,2,1,1,1,3,2,2,1,1,2,1, ,1, ,2,2,3,3,2,2,2,2,1,2,2,2,2,1, ,2, ,2, ,3,4,2,3,2,2,2,2,2,2,2,2,2,2,1,4,3,1, , , ,1,2,1,1,2,1,3,3,3,3,2,1,3,2,2,2,2,2,2,2,3,3,3,3,3,3,1, ,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2, ,2,3,3,3, ,2,1,2,4,8,3,2,2,4,2,1,1,1,1,1,12, ,4,4,2,2,7,1,1,1,1,2,3,6,1,3,1,1,1,1,3,2,26,1,5,0.937191039298103,0.8835502015542609,1.0849378204086053,1.0350272310288346
201801069803,2020-6-18 5:13:54.000,2020-6-18 5:24:3.000,1,1,1,1,2,2,3,2,2,2,2,3,3,1,2, ,4,2,1,2,1,2,2,3,3,3,2,3,2,1, ,2, ,1,1,5,5,4,4,2,4,4,4,4,4,4,4,4,3,1,3,3,1,1,1,2, , , ,1,1,2,3,3,2,1,1,1,3,4,3,4,4,4,2,4,4,4,2,4,4,4, ,2,3,3,2,2,2,1,2,3,2,3,2,4,1,1,1,2,2,2,2,3,2,2,2, ,2,3,1,1, ,2,2,4,8,1,1,2,3,2,1,1,1,1,1,3,2,2,3,1,1,2,3,3,3,2,1,2,6,1,2,2,2,2,2, ,5, ,1,5,2.365349931051588,2.5269384091095315,2.5826550042770826,3.2283868997953
201801069821,2020-6-17 23:30:40.000,2020-6-17 23:37:31.000,2,1,2,2,2,1,1,1,1,1,2,1,3,2, ,2,4,4,3,1,1,3,1,3,1,4,1,1,3,1, ,2, ,2, ,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2, , , ,2,2,2,2,1,1,2,1,3,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1, ,4,4,4,4,1,2,2,5,1,1,1,1,1,2,1,1,2,1,1,1,2,1, ,2,3,1,1, ,1,3,1,4,8,1,1,2,3,2,1,1,1,1,2,9, ,6,4,2,2,4,2,1,5,1,2,1,6,1,4,2,1,2,1,2,4,19,1,5,2.266423044000068,3.081054927579298,3.0020381689532014,2.849387207783894
201801069886,2020-6-22 10:0:50.000,2020-6-22 12:12:42.000,1,1,2,2,1,1,3,1,1,2,2,1,1, ,1, ,2,3,3,3,2,2,2,2,3,2,3,3,2,1, ,2, ,2, ,2,4,2,1,1,2,2,2,3,3,3,3,3,3,1,4,3,1, , , ,1,1,1,1,2,2,3,3,1,1,2,1,4,4,1,2,2,2,2,1,3,3,3,3,2,3,1, ,1,1,1,1,2,1,1,2,3,3,3,2,2,1,1,2,2,2,2,3,3,3, ,3,3,1,2, ,2,3,1,4,8,1,2,2,3,2,1,1,1,1,1,12, ,6,3,1,1,7,1,2,2,1,1,2,6,1,1,1,1,1,1, ,1, ,2,5,0.8924508550778613,1.300145873104325,1.2885934362137774,1.1508648661059449
201801069954,2020-6-17 19:18:22.000,2020-6-17 19:33:26.000,1,1,1,2,2,1,1,1,1,2,1,2,2, , ,2,3,3,1,1,1,1,2,2,1,3,2,1,2,1, ,2, ,2, ,5,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,3,2,2,2,2, , , ,2,1,1,1,2,1,2,3,2,2,1,4,4,4,4,4,4,2,2,1,2,3,2, ,2,4,4,4,4,1,2,2,5,1,1,1,1,1,2,2, , , , , , , ,1, ,3,1,1,2, ,3,1,4,8,3,1,3,2,1,4,3,1,5,1,10, ,3,2, ,2,5,2,1,3,1,2,1,1,4,3,2,1,2,1,3,4,19,2,3,2.3135328760969815,2.18768054928188,2.365699711453666,2.3143204854523307
201801070175,2020-6-17 11:51:57.000,2020-6-19 9:40:4.000,2,1,1,2,1,1,3,1,1,1,2,4,1, ,1, ,3,4,2,2,1,2,1,4,1,4,1,4,1,2,1,1,1,2, ,1,3,2,2,2,2,2,3,3,3,3,2,3,2,1,4,1,1,1,1,1, , , ,1,3,1,2,1,1,1,2,1,4,4,1,2,3,2,2,3,2,3,1,3,3,2, ,3,4,4,4,4,2,2,2,4,1,2,1,1,1,2,1,2,2,2,2,4,4,4,4, ,3,1,1,2, ,1,1,4,8,2,1,3,2,2,1,1,1,1,1,11, ,5,4,1,1,8,1,2,5,1,1,3,6,1,2,2,2,1,1,3,5,30,2,2,1.9518541669062406,1.0318277241045266,1.1696670449906763,1.1692120695347084
201801070178,2020-6-18 20:46:40.000,2020-6-18 21:10:30.000,2,1,2,1,2,1,1,2,2,1,1,4,2, , ,1,1,3,1,1,1,3,1,1,1,1,1,1,4,1, ,2, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1, , , ,2,2,2,2,1,1,1,1,1,1,4,1,4,1,4,4,4,4,2,4,1,1,1,1,1,1,1, ,4,4,4,2,1,2,2,4,4,1,1,1,1,2,1,2,2,2,2,4,3,2, ,1,3,1,3, ,1,1,1,4,8,3,2,2,3,2,99,99,1,1,1,1,1,1,2, ,2,3,3,1,3,1,1,1,6,1,3,2,1,1,1,2,4,21,2,2,0.6475939162398583,0.5901413849803675,0.6075409648998216,0.6803023329931505
201801070185,2020-6-19 11:36:7.000,2020-6-19 14:30:42.000,2,1,1,2,2,2,2,1,1,2,2,2,3,2, ,2,4,3,2,1,3,1,1,2,1,3,1,2,1,2,2,3,2,2, ,4,3,4,3,3,4,3,4,2,2,2,2,2,2,1,2,3,1,1,1,2, , , ,1,2,2,2,1,1,2,3,1,2,3,4,4,3,4,4,4,2,3,2,3,3,2, ,2,4,3,4,3,2,1,2,2,3,2,2,1,1,1,1,2,1,2,2,4,4,4,3, ,4,1,3,1, ,3,1,4,8,1,2,3,2,2,1,1,1,1,6,12, ,6,2, ,2,3,3,1,4,1,2,2,6,1,4,2,1,2,1,2,4,2,2,2,1.7512348264014985,1.4581612026343524,1.2264111639080848,1.2228663896150027
201801070416,2020-6-17 11:18:28.000,2020-6-18 1:14:24.000,2,1,1,2,2,1,2,1,1,2,2,3,2, , ,2,3,4,2,2,3,2,3,2,2,3,2,2,2,1, ,2, ,2, ,5,2,4,4,4,4,4,4,2,2,3,3,3,2,2,2,1,1,1,1,2, , , ,1,2,2,1,3,2,1,4,1,2,4,4,4,4,4,2,4,3,2,2,2,2,2, ,2,4,4,4,3,2,2,2,4,4,1,1,2,1,2,1,1,2,2,2,4,4,4,2, ,2,1,3,2, ,3,1,4,9,1,2,2,4,2,4,4,1,1,6,12, ,6,2, ,2,2,3,1,4,1,2,1,6,1,4,2,1,2,1,2,4,19,3,1,0.9203909891776285,1.4498037282905816,1.2455452150238884,1.3105425717582062
201801070459,2020-6-19 12:27:36.000,2020-6-19 12:42:34.000,2,1,1,2,2,1,3,2,1,1,1,2,2, , ,1,2,4,3,2,1,2,2,2,1,3,1,3,2,1, ,2, ,2, ,4,2,3,2,2,4,4,4,1,2,2,2,2,1,2,1,1,1,2,2,2, , , ,2,1,1,2,2,2,2,2,1,1,1,3,3,4,3,2,3,2,1,2,2,2,1, ,3,3,2,3,2,1,2,1,3,2,1,2,1,1,1,1,2,2,2,2,3,2,3,2, ,2,3,3,3, ,3,1,4,9,2,2,2,3,2,3,5,1,1,2,12, ,6,2, ,2,4,2,1,4,1,2,2,6,1,4,2,1,2,1,2,4,2,2,1,1.4935565984416532,1.2371969959854958,1.3422108601894853,1.4836437450683009
201801070466,2020-6-17 19:30:46.000,2020-6-17 19:44:27.000,1,1,2,2,2,1,3,1,1,2,2,3,2, , ,2,2,3,1,2,1,2,1,2,2,3,3,2,2,2,2,2,4,2, ,5,3,4,4,4,4,4,4,2,2,3,3,2,2,2,2,1,1, , , ,2,2,2,2,1,1,2,4,3,2,2,1,1,1,4,4,4,4,4,4,3,3,2,3,3,2,2, ,4,3,4,3,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,3,4, ,1,2,1,1, ,3,3,1,4,9,1,2,1,6,2,3,5,1,6,6,7, ,6,2, ,2,5,2,2,4,1,2,1,6,3,4,2,1,2,1,2,4,22,2,1,5.101947310950019,1.635615802452344,1.6810442791573232,3.1716667270042116
201801070495,2020-6-17 10:57:2.000,2020-6-17 11:14:28.000,2,1,1,2,2,1,1,2,2,1,2,1,2, , ,1,1,4,2,1,1,1,1,2,1,2,1,1,1,1, ,2, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,1,1,2,2,3,1,1,1,2, , , ,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,1,1,1,1,1,1, ,2,4,4,4,3,1,1,2,3,3,1,1,1,1,2,2, , , , , , , ,1, ,2,1,1,1, ,2,1,4,9,3,2,3,2,2,4,4,1,1,1,11, ,5,2, ,2,5,2,1,4,1,2,1,6,1,4,2,1,2,1,1,4,24,2,1,0.6034212492729121,0.6346700774381128,0.5715015537354882,0.6740414233167065
201801070549,2020-6-18 5:19:51.000,2020-6-18 5:37:32.000,1,1,2,2,1,1,2,2,1,1,2,2,1, ,1, ,1,3,1,3,3,2,1,3,2,2,2,4,2,2,3,3,2,2, ,2,4,2,2,1,3,2,3,4,3,4,3,3,3,1,4,1,1, , , ,1,1,1,1,3,2,3,3,2,1,2,1,4,4,1,3,3,2,1,3,3,3,3,4,4,3,2, ,3,2,2,2,2,1,2,2,3,3,2,2,1,1,1,2,2,2,2,4,4,4, ,1,3,1,1, ,2,3,1,4,9,2,1,2,3,2,1,1,1,1,1,1,1,4,1, ,1,6,2,1,2,1,2,2,6,1,1,1,1,1,2, ,1, ,2,1,3.663139598865753,1.8162513654719992,1.7956112544261469,2.0324489911999404
201801070574,2020-6-19 10:3:22.000,2020-6-19 10:24:8.000,1,1,2,2,2,1,2,1,1,1,2,1,2, , ,2,2,3,1,1,1,1,1,2,1,2,1,1,2,1, ,2, ,2, ,5,2,4,4,4,4,4,4,2,1,2,2,2,2,2,1,3,1, , , ,1,2,2,1,1,1,2,2,2,1,2,1,2,2,4,4,4,4,4,4,2,2,2,2,2,2,1, ,4,4,4,2,1,2,2,4,1,1,1,1,1,2,2, , , , , , , , ,2,2,1,3, ,2,1,1,4,9,3,2,2,4,2,1,1,1,1,1,12, ,6,3,2,2,7,1,1,3,1,1,2,6,1,3,2,1,2,1,2,4,22,2,1,0.6092878655622946,0.5842394510668805,0.5704652442493278,0.6609288217350575
201801070664,2020-6-17 14:38:10.000,2020-6-17 14:48:50.000,1,1,1,2,1,1,2,1,1,2,2,2,1, ,2, ,3,2,1,3,2,1,1,1,2,1,2,4,1,1, ,2, ,2, ,2,5,2,1,1,1,2,2,4,4,4,4,4,4,1,3,3,1,1,1,1, , , ,1,2,1,4,1,1,1,2,1,2,3,1,2,3,2,1,1,4,4,4,4,4,4, ,1,2,3,2,4,2,1,2,3,2,2,2,1,1,1,1,2,2,2,1,2,3,2,4, ,4,1,1,1, ,3,1,4,9,4,1,1,6,2,1,1,1,1,1,1,1,5,4,1,1,9,1,1,2,1,2,3,6,1,1,1,1,1,1, ,2, ,2,1,0.5596415294597639,0.5757577992771609,0.5999520249202871,0.6184379881869562
201801070839,2020-6-22 8:38:23.000,2020-6-22 8:50:21.000,1,1,1,2,2,2,1,2,2,1,2,4,2, , ,2,1,4,1,1,1,2,1,3,1,3,1,1,3,1, ,2, ,2, ,4,3,4,2,4,4,4,4,2,1,2,2,2,2,1,3,3,1,1,1,1, , , ,1,2,1,2,2,1,1,2,1,1,3,1,3,2,4,1,4,1,2,1,2,2,2, ,1,4,4,4,2,1,2,2,3,1,1,1,1,1,2,1,1,2,2,2,1,1,3,99, ,3,3,2,99, ,3,1,4,9,2,2,1,6,2,99,99,1,1,99,99, ,99,99,2,2,99,99,1,2,1,2,99,6,1,3,99, ,99, ,2,4,23,1,1,1.0680428389664791,0.9243992628397819,0.81042117428562,1.1058111333666951
201801070942,2020-6-17 12:59:46.000,2020-6-17 13:20:12.000,1,1,2,2,1,1,1,1,1,1,2,2,1, ,1, ,2,2,1,4,3,1,1,1,3,1,3,4,2,1, ,2, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,5,3,1, , , ,1,1,1,1,3,2,3,3,2,2,3,1,4,4,1,2,3,1,1,1,4,4,4,4,4,4,2, ,1,1,1,1,2,1,2,3,3,4,4,4,1,1,1,2,2,2,2,2,3,3, ,4,4,1,2, ,1,2,1,4,9,1,2,2,3,2,4,4,1,1,6,1,1,2,1, ,1,7,1,3,1,1,1,2,6,1,1,1,1,1,1, ,1, ,1,1,0.7437944544692772,0.9232701361379627,0.8485891021823502,1.0029528776155137
